,Q,A,label
7558,이별이 코 앞으로 다가온것 같아,이별이 얼마남지 않음이 느껴지나요.,1
7559,이별이 힘든 이유는.,그만큰 사랑했기 때문일 거예요.,1
7560,이별이.아픈것도 슬픈것도,그만큰 사랑했기 때문일 거예요.,1
7561,이별이란,항상 아쉽지요.,1
7562,이별이란,힘든 것,1
7563,이별이란 참 힘드네,사랑하는 사람과 매순간을 함께 했었으니까요.,1
7564,이별일까.?,이별이 다가옴을 느끼나봅니다.,1
7565,이별준비,이별을 받아들이는 것도 준비가 필요해요.,1
7566,이별준비 그리고 극복,작은 일부터 시작해보세요. 그곳에서 행복을 찾아보세요.,1
7567,이별준비 하려고,쉽지 않은 결정이었을텐데 마음 고생 많았어요.,1
7568,이별준비하는방법,좋은 방법이란 없겠지요.,1
7569,이별중이신 회원들을 위해.,조언해주세요.,1
7570,이별증후군,문득 생각나고 잊혀지지 않는 것이겠죠.,1
7571,이별통보 받고 딱 일주일 째네.,아직 실감이 안나겠어요.,1
7572,이별통보를 받았습니다,마음의 준비가 필요했을텐데 안타까워요.,1
7573,이별하고 목숨까지 끊는 사람들 전혀 이해 못 했는데,감정의 골이 깊었나봐요.,1
7574,이별하고 욕했어,순간의 분노로 그랬을 수도 있어요.,1
7575,이별하고 절대 하지 말아야할 것,술 취해서 다시 연락하지 않는게 좋아요.,1
7576,이별하는 방법 중,좋은 방법이란 없겠지요.,1
7577,이별하는게 맞는거겠죠,고민하고 있다면 그게 맞을거예요.,1
7578,이별하려고 하는데 정말 말 꺼내기가 힘드네,그동안 사랑했던 사람이니까요.,1
7579,이별하려고 합니다,힘들 결정이었겠어요.,1
7580,이별하려다 붙잡고 다시 사귀는데,잘 지내길 바랍니다.,1
7581,이별하신분들,말씀해주세요.,1
7582,이별한지 10일차 점점 나아지고 있습니다.,저랑 대화하는 게 위로가 되었으면 합니다.,1
7583,이별한지 11일째 아직은 힘드네,점차 나아질 거예요.,1
7584,이별한지 1년하고 2개월지나갑니다,이별을 헤아리는 건 큰 도움이 안 돼요.,1
7585,이별한지 1달,한달 동안 잘 참아왔네요.,1
7586,이별한지 20일 차.,금방 한달이 될 거라 믿어요.,1
7587,이별한지 20일째,마음의 변화가 있었나봅니다.,1
7588,이별한지 2달 다 되어갑니다.,마음이 좀 차분해졌길 바랍니다.,1
7589,이별한지 2주인데,아직 많이 힘든가봅니다.,1
7590,이별한지 3개월,많은 시간이 흘렀네요.,1
7591,이별한지 3개월 째.,좀 나아졌길 바랍니다.,1
7592,이별한지 3일.,한동안은 힘들겠네요.,1
7593,이별한지 3일째,많이 힘든 시간이겠어요.,1
7594,이별한지 3일째네,이별은 실감이 안나나봐요.,1
7595,이별한지 4개월째.,마음은 좀 정리 되어가길 바랍니다.,1
7596,이별한지 6년째,사랑했던 사람을 잊는 건 불가능한 일인가봐요.,1
7597,이별한지 8일째,어찌보면 짧지 않은 시간.,1
7598,이별한지 꽤 오래되었는데 연락이 왔네,그분에게 심경 변화가 있었나봅니다.,1
7599,이별한지 두달이 넘고 얼굴 안본지 한달이 넘은,기억의 저편으로 남겨두세요.,1
7600,이별한지 딱 한달 째.,언젠간 선택을 해야 하는 시기가 올 거예요.,1
7601,이별한지 벌써 한달하고 2주.,바쁘게 지냈나봐요.,1
7602,이별한지 오개월째,많은 시간이 흘렀네요.,1
7603,이별한지 이제 겨우 한 달,길게 느껴졌는데 한달 밖에 지나지 않았네요.,1
7604,이별한지 이제 일주일째네,잘 견디고 있길 바랄게요.,1
7605,이별한지 한 달이 넘었고 괜찮은 줄 알았는데,이별을 받아들이는 것은 맘처럼 쉽진 않으니까요.,1
7606,이별한지 한달된 남자입니다.,많이 힘들었겠어요.,1
7607,이별할 때 지켜야할 매너,잠수이별하지 않고 상처주지 않으며 말을 아끼는게 필요해요.,1
7608,이별할 수 없는 아픔,끝낼 때를 아는 것도 중요한 것 같아요.,1
7609,이별할때 남자들의 거짓말,비겁한 자들의 변명이에요.,1
7610,이별할때는 미련 갖지 않게 해주는게 좋겠어,미련은 사랑을 증오로 만들 수 있으니까요.,1
7611,이별해야 하나?,고민하고 있다면 그게 맞을거예요.,1
7612,이별했네,힘든 결정이었겠어요.,1
7613,이별했다,맘 고생 많았어요.,1
7614,이별했습니다,한 잔 하세요.,1
7615,이별후,마음은 좀 정리 되어가길 바랍니다.,1
7616,이별후 10개월 만의 연락. 그후.,수 많은 것들이 달라졌겠죠.,1
7617,이별후 2주반이 지난시점,수 많은 것들이 달라졌겠죠.,1
7618,이별후 3개월 다되가는데.,마음은 좀 정리 되어가길 바랍니다.,1
7619,이별후 3일째,인고의 시간이었네요.,1
7620,이별후 3주 아니 차인후 3주,이별을 받아들일 시간이 필요했을텐데.,1
7621,이별후 6개월,많은 변화가 잇었겠죠.,1
7622,이별후 8개월이란 시간이 흐르고,다른 인연이 ㅊ자아올 거예요.,1
7623,이별후 그리움이 생생한 오늘,사랑이 깊었을 수록 기억은 선명하죠.,1
7624,이별후 너무 외로워ㅠ,이별의 빈자리가 느껴지니까요.,1
7625,이별후 네달째,바쁘게 살면서 잊어가요.,1
7626,이별후 느끼는 감정들이 단계별로 있는거 같네,그게 이별의 흔적인가봐요.,1
7627,이별후 사진을 못지우겠네,미련만 남을 거예요.,1
7628,이별후 시간이 많이 흘렀네.,지금 이순간에도 시간이 흐르네요.,1
7629,이별후 여친페메 무슨 의미일까?,관심을 끄는 것이 정리에 도움이 될 거예요.,1
7630,이별후 열흘 뒤에 붙잡았어,용기를 냈네요.,1
7631,이별후 자주듣는 노래있으신가?,슬픈 노래는 삼가는 편이에요.,1
7632,이별후 재회 그리고,달라진게 많았겠네요.,1
7633,이별후 첫 생일이네,제가 축하해드릴게요.,1
7634,이별후 한달,금방 지나갔네요.,1
7635,이별후 한달.,이제 조금이라도 괜찮아졌길 바랍니다.,1
7636,이별후 한달반만에 그사람이 좋아하는 사람이 생겼다는걸 알아버렸네,그분의 변덕이 심하네요.,1
7637,이별후 한달째 인데,잘 견디고 있길 바랄게요.,1
7638,이별후.,심경의 변화가 있었나봅니다.,1
7639,이별후에,나아지길 바랄게요.,1
7640,이별후에도 나를 괴롭히는 그의 말들,이별은 상처를 남겨서 아무는 데는 시간이 거릴 거예요.,1
7641,이별후폭풍 왜이렇게 심하죠,이별은 상처를 남겨서 무뎌지는 데는 시간이 거릴 거예요.,1
7642,이사람 무슨 생각인걸까,알 수 없는게 사람 마음인가봐요.,1
7643,이상한나의취미.이별을세는것.,헤어짐을 헹리는 것 만큼 가슴 아픈 일은 없어요.,1
7644,이성간 종교문제,민감한 문제이기도 해요.,1
7645,이성으로는 감당 할 수 없을 것 같아,잠깐 눈을 붙이고 마음을 가라앉혀보세요.,1
7646,이시간들 어찌보내야할까.,저랑 같이 이야기 해요.,1
7647,이야기를 한번 해보려 합니다~,네. 들어줄게요.,1
7648,이야기하고싶다,제가 들어드릴게요.,1
7649,이용당하고 버려진 느낌,그 사람은 제가 혼내줄게요.,1
7650,이용만 당했던건가,불행하게 생각지 말아요.,1
7651,이유가 확실해졌네,맘 정리할 확실한 이유가 생겼네요.,1
7652,이유라는게 뭔지,알다가도 모를.,1
7653,이제 10일차 이별,어느덧 열흘이란 시간이 지났네요.,1
7654,이제 1년 됐습니다,많은 시간이 흘렀네요.,1
7655,이제 1년도 지나고 성큼 가을이 왔네.,가을 타기 전 새로운 만남 추천합니다.,1
7656,이제 2주 좀 넘었네,금방 지나갈 거예요.,1
7657,이제 3개월이네,짧지 않은 시간이지요.,1
7658,이제 3주정도 되가는데 점점 좋아지고있어,많이 노력하고 있나봐요.,1
7659,이제 겨우 일주일 됐네,일주일이나 지난 거예요.,1
7660,이제 괜찮습니다. 그래서 힘드네 이젠.,이별은 상처를 남기고 가니까요.,1
7661,이제 그만,정리되길.,1
7662,이제 그만 보낼려구,그것이 최선의 선택일거라 생각해요.,1
7663,이제 그만해야겠죠?,고민하고 있다면 그게 맞을 거예요.,1
7664,이제 끝이네,마음이 좀 후련해지길 바랄게요.,1
7665,이제 끝인가봐,이별을 받아들이는 건 쉬운 일이 아니겠죠.,1
7666,이제 나 자신으로 돌아와 아름다워지고 싶어.,좋은 생각이에요. 한차례 성숙해진 자신을 발견할 거예요.,1
7667,이제 나도 계산적인 사람이 되려나 봅니다,상처가 있었나봐요. 누구나 그럴 수 있어요.,1
7668,이제 나름의 정리를 시작해보려구.,심경의 변화가 있었나봐요. 응원할게요.,1
7669,이제 너 따위 생각도 안난다 꺼져,말하면서 기분이 좀 나아졌길 바랍니다.,1
7670,이제 너무 지쳐가네ㅠ,지칠만 해요.,1
7671,이제 놓아 주려고,끝낼 때를 아는 것도 중요한 것 같아요.,1
7672,이제 놓아주렵니다,끝낼 때를 아는 것도 중요한 것 같아요.,1
7673,이제 놓을수 있을것 같아,충분한 마음의 정리를 했나봅니다.,1
7674,이제 누구 만나는 것도 지치네,새로운 만남은 언제나 어려운 것 같아요.,1
7675,이제 더이상 남자친구로 안느껴진다는 그녀,익숙함이라는 타성에 젖은 건 아닐까 생각해봅니다.,1
7676,이제 때론 괜찮기도 해,그렇게 익숙해져 가나봐요.,1
7677,이제 마음 정리도 된 거 같은데,그럼 새로운 인연을 기다려보세요.,1
7678,이제 마음을 정리할 때가 된거같아,끝낼 때를 아는 것도 중요한 것 같아요.,1
7679,이제 막 이별을.,혼자만의 시간이 필요하겠어요.,1
7680,이제 모든게 퍼즐처럼 맞춰지네,곱씹어도 아픈 기억인 걸요.,1
7681,이제 반년이란 시간이 흘렀는데,좀 나아졌길 기대합니다.,1
7682,이제 밥도 잘 먹구 술은 안마시면 되겠는데,복잡한 머리 속이 문제네요.,1
7683,이제 보내주려 합니다.,많이 고민 했을거라 생각해요.,1
7684,이제 보름 다되어가네,생각 보다 잘 버텼어요.,1
7685,이제 사진 지운 이유는?,마음의 준비가 필요했을지도 몰라요.,1
7686,이제 세달째,짧지 않은 시간이지요.,1
7687,이제 숨 좀 쉬나,충분히 극복할 수 있어요.,1
7688,이제 스스로 인정한 것 같아,현실 그대로를 받아들이는 것부터 시작이에요.,1
7689,이제 슬슬 끝이 보이네,사랑에도 끝이 있으니까요.,1
7690,이제 여친이 마음이 괜잖아진거같아!!!,다행으로 생각할게요.,1
7691,이제 와서 소문이라니,참 거지같네요.,1
7692,이제 이곳올일 없을거 같네하하ㅜ,좋은 소식이라고 생각할게요.,1
7693,이제 이별한지 한달,생각보다 많은 시간이 지났네요.,1
7694,이제 인정해야할 것 같아.,현실 인정부터 시작이죠.,1
7695,이제 일주일,충분히 극복해낼 수 있어요.,1
7696,이제 일주일이네,당신만 아픈 것도 겪은 것도 아니에요.,1
7697,이제 잊혀지는데 속도가 붙는거 같아.,이별도 익숨함에 젖어드나봐요.,1
7698,이제 자리 잡아가는데,얼마 남지 않았어요.,1
7699,이제 전부 못믿겠네.,그래도 자신은 믿어주세요.,1
7700,이제 점심시간에도 너에게 카톡을 할 수가 없구나.,점심시간에 할 수 있는 다른 걸 해봐요.,1
7701,이제 정리하려고 합니다.,맘 고생 많았어요.,1
7702,이제 정말 끝이겠죠,마지막을 인정하는 것도 중요해요.,1
7703,이제 정말 놓으려구.,때론 이별도 받아들여야 하나봐요.,1
7704,이제 정말 놓으려합니다,많이 고민 했을거라 생각해요.,1
7705,이제 정말 마침표 찍어야 하네,사랑에도 끝이 있으니까요.,1
7706,이제 제발 좀 잊자,마음먹은대로 괜찮아지길.,1
7707,이제 진짜 끝났어 슬퍼,저도 슬퍼지네요. 기운 내길 바랄게요.,1
7708,이제 진짜 떠나야겠지,천천히 보내주세요.,1
7709,이제 진짜 안녕!!,안녕!,1
7710,이제 탈퇴합니다,좋은 마음이길 바랄게요.,1
7711,이제 한 삼주 되었나?,잘 지내고 있길 바랍니다.,1
7712,이제 한달이 조금 넘었어,마음이 내 마음 같지 않죠.,1
7713,이제 헤어진지 1주일됐어,긴 시간이었을거라 생각해요.,1
7714,이제 헤어진지 딱 한달,금방 지나갈 거예요.,1
7715,이제 헤이진지 5일차네.,이별을 헤아리는 건 큰 도움이 안 돼요.,1
7716,이제 확실히 알겠어,깨달음이 중요하죠.,1
7717,이제 힘내렵니다!,당신이 기운내는 것을 보니 좋은 예감이 들어요.,1
7718,이제는 너를 보낼 시간이 가까이 오는구나.,이별을 받아들이는 것도 중요해요.,1
7719,이제는 놓아줄꺼라 생각하지만,쉽지 않은 결정이죠.,1
7720,이제는 먼저 놓아줄까 합니다,충분한 고민 끝의 결정일 거라 믿어요.,1
7721,이제는 숨막히고 괴로운건 좀 무뎌졌는데,상처가 아무는 데는 시간이 걸려요.,1
7722,이제는 연락도 없는 너를 그리며,미련은 사랑을 증오로 만들 수 있어요.,1
7723,이제는 이별을 받아드리려고 합니다,이별을 받아들이는 것도 중요해요.,1
7724,이제는 잡을 수가 없네,마지막을 아는 것도 필요해요.,1
7725,이제는 정리가 된 거 일까?,생각을 정리해 보는 건 어떨까요.,1
7726,이제는 정말 끝,맘고생 많았어요.,1
7727,이제는 포기하게 되네 나 자신조차,자신은 놓지 말아요.,1
7728,이제는 후회 없네 .,그동안 마음 고생 많았어요.,1
7729,이제는그만하고 싶어,이젠 마음의 결정을 내릴 때에요.,1
7730,이제떠나려합니다,제 곁은 떠나지 마세요.,1
7731,이제서야 현실을 받아들이네,이제 새로운 출발을 하면 돼요.,1
7732,이제서야.,지금도 늦지 않았어요.,1
7733,이제야 깨달음,지금도 늦지 않았어요.,1
7734,이제야 오래전 상대방이 아팠던걸 이해했어.,다음 번의 사랑에선 좀 더 신중할 수 있게 된 거예요.,1
7735,이제야 좀 잊혀지네,마음 고생 많았어요.,1
7736,이젠 괜찮을 줄 알았어.,이별에 완전한 치유는 없어요.,1
7737,이젠 그냥 조금만 자극이와도 눈물이.,이별은 상처를 남기고 가니까요.,1
7738,이젠 나의 스케줄로 돌아가야할때!!,좋은 생각이에요!,1
7739,이젠 너 때문에 오래된 노래들도 못 듣겠어.,아프지만 추억으로 여기는 건 어떨까요.,1
7740,이젠 놓아주려 해,좋은 선택일거라 믿어요.,1
7741,이젠 놓아줘야 할 때인가 보다,이별의 끝을 인정하는 것도 용기입니다.,1
7742,이젠 눈물이 말라버렸나 봅니다.,많이 지쳤나봐요. 곧 기운낼 수 있길 바랄게요.,1
7743,이젠 다시 만날 수도 없는 상황,달라지는게 없다면 이런 상황이 더 나을지도 몰라요.,1
7744,이젠 더이상 정 주기 무섭습니다,상처가 많이 크셨나요.,1
7745,이젠 보내줄게.,잘 지낼거예요.,1
7746,이젠 붙잡을 수 도 없는 사람.,달라지는게 없다면 이런 상황이 더 나을지도 몰라요.,1
